,argpair,phenomenon,conclusion_type,domain,stronger_arg_premises,stronger_arg_conclusion,weaker_arg_premises,weaker_arg_conclusion,average_human_rating,osherson_rating,stronger_arg_scm,weaker_arg_scm,is_control,is_osherson,is_weaker_arg_shown_first
695,"['Trains', 'All vehicles', 'Sleds', 'All vehicles']",Typicality,General,Vehicles,['Trains'],All vehicles,['Sleds'],All vehicles,1.4,,8.405555555555557,6.900000000000001,False,False,False
696,"['Trains', 'All vehicles', 'Submarines', 'All vehicles']",Typicality,General,Vehicles,['Trains'],All vehicles,['Submarines'],All vehicles,1.3333333333333333,,8.405555555555557,6.733333333333332,False,False,True
697,"['Trains', 'All vehicles', 'Trains', 'Caravans']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Caravans,3.2222222222222223,,8.405555555555557,8.405555555555557,False,False,False
698,"['Trains', 'All vehicles', 'Trains', 'Carriages']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Carriages,2.111111111111111,,8.405555555555557,8.405555555555557,False,False,True
699,"['Trains', 'All vehicles', 'Trains', 'Carts']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Carts,2.7777777777777777,,8.405555555555557,8.405555555555557,False,False,False
700,"['Trains', 'All vehicles', 'Trains', 'Sleds']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Sleds,1.625,,8.405555555555557,8.405555555555557,False,False,False
701,"['Trains', 'All vehicles', 'Trains', 'Zeppelins']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Zeppelins,2.375,,8.405555555555557,8.405555555555557,False,False,False
702,"['Trains', 'All vehicles', 'Zeppelins', 'All vehicles']",Typicality,General,Vehicles,['Trains'],All vehicles,['Zeppelins'],All vehicles,2.3,,8.405555555555557,7.05,False,False,True
703,"['Trains', 'Bicycles', 'Skateboards', 'All vehicles', 'Trains', 'Bicycles', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Trains', 'Bicycles', 'Skateboards']",All vehicles,"['Trains', 'Bicycles']",All vehicles,1.9,,10.547222222222222,9.858333333333334,False,False,False
704,"['Trains', 'Bicycles', 'Trucks', 'All vehicles', 'Trains', 'Bicycles', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Trains', 'Bicycles', 'Trucks']",All vehicles,"['Trains', 'Bicycles']",All vehicles,1.3333333333333333,,11.43888888888889,9.858333333333334,False,False,False
705,"['Trains', 'Buses', 'Zeppelins', 'Trams', 'Trains', 'Buses', 'Trams']",Monotonicity (Specific),Specific,Vehicles,"['Trains', 'Buses', 'Zeppelins']",Trams,"['Trains', 'Buses']",Trams,3.888888888888889,,13.773611111111112,13.233333333333334,False,False,False
706,"['Trains', 'Caravans', 'Caravans', 'Trains']",Asymmetry,Specific,Vehicles,['Trains'],Caravans,['Caravans'],Trains,2.7,,8.402777777777779,8.31388888888889,False,False,True
707,"['Trains', 'Jeeps', 'All vehicles', 'Trains', 'Jeeps', 'All things']",Specificity,General,Vehicles,"['Trains', 'Jeeps']",All vehicles,"['Trains', 'Jeeps']",All things,1.0,,,,False,False,False
708,"['Trains', 'Mopeds', 'All vehicles', 'Trains', 'Mopeds', 'All things']",Specificity,General,Vehicles,"['Trains', 'Mopeds']",All vehicles,"['Trains', 'Mopeds']",All things,0.3333333333333333,,,,False,False,False
709,"['Trains', 'Mopeds', 'Hovercraft', 'Motorbikes', 'Trains', 'Mopeds', 'Motorbikes']",Monotonicity (Specific),Specific,Vehicles,"['Trains', 'Mopeds', 'Hovercraft']",Motorbikes,"['Trains', 'Mopeds']",Motorbikes,2.4,,14.83888888888889,14.26388888888889,False,False,False
710,"['Trains', 'Skateboards', 'All vehicles', 'Trains', 'Trucks', 'All vehicles']",Diversity (General),General,Vehicles,"['Trains', 'Skateboards']",All vehicles,"['Trains', 'Trucks']",All vehicles,3.875,,9.452777777777778,10.136111111111113,False,False,True
711,"['Trains', 'Sleds', 'Sleds', 'Trains']",Asymmetry,Specific,Vehicles,['Trains'],Sleds,['Sleds'],Trains,2.0,,6.902777777777779,6.15,False,False,False
712,"['Trains', 'Taxis', 'Boats', 'Buses', 'Trains', 'Taxis', 'Buses']",Monotonicity (Specific),Specific,Vehicles,"['Trains', 'Taxis', 'Boats']",Buses,"['Trains', 'Taxis']",Buses,2.6,,12.066666666666666,11.468055555555557,False,False,True
713,"['Trams', 'Carriages', 'Carts', 'Buses', 'Trams', 'Carriages', 'Buses']",Monotonicity (Specific),Specific,Vehicles,"['Trams', 'Carriages', 'Carts']",Buses,"['Trams', 'Carriages']",Buses,2.0,,12.065277777777776,11.92361111111111,False,False,False
714,"['Trams', 'Carriages', 'Hovercraft', 'All vehicles', 'Trams', 'Carriages', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Trams', 'Carriages', 'Hovercraft']",All vehicles,"['Trams', 'Carriages']",All vehicles,1.375,,11.194444444444445,9.84722222222222,False,False,False
715,"['Trams', 'Cars', 'Trams', 'Crowbars', 'Cars']",Nonmonotonicity (Specific),Mixed,Vehicles,['Trams'],Cars,"['Trams', 'Crowbars']",Cars,2.0,,,,False,False,False
716,"['Trams', 'Hovercraft', 'All vehicles', 'Trams', 'Hovercraft', 'Screwdrivers', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Trams', 'Hovercraft']",All vehicles,"['Trams', 'Hovercraft', 'Screwdrivers']",All vehicles,0.6,,,,False,False,False
717,"['Trams', 'Mopeds', 'Trams', 'Tong', 'Mopeds']",Nonmonotonicity (Specific),Mixed,Vehicles,['Trams'],Mopeds,"['Trams', 'Tong']",Mopeds,2.2222222222222223,,,,False,False,True
718,"['Trams', 'Rockets', 'All vehicles', 'Trams', 'Rockets', 'Screwdrivers', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Trams', 'Rockets']",All vehicles,"['Trams', 'Rockets', 'Screwdrivers']",All vehicles,0.7,,,,False,False,True
719,"['Trams', 'Trains', 'Skateboards', 'Trains']",Similarity,Specific,Vehicles,['Trams'],Trains,['Skateboards'],Trains,0.4444444444444444,,12.316666666666666,5.2444444444444445,False,False,True
720,"['Trams', 'Zeppelins', 'All vehicles', 'Trams', 'Zeppelins', 'All things']",Specificity,General,Vehicles,"['Trams', 'Zeppelins']",All vehicles,"['Trams', 'Zeppelins']",All things,1.2222222222222223,,,,False,False,False
721,"['Trucks', 'All vehicles', 'Trucks', 'Carriages']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Carriages,2.2222222222222223,,9.147222222222222,9.147222222222222,False,False,True
722,"['Trucks', 'All vehicles', 'Trucks', 'Rockets']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Rockets,1.9,,9.147222222222222,9.147222222222222,False,False,True
723,"['Trucks', 'All vehicles', 'Trucks', 'Sleds']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Sleds,1.25,,9.147222222222222,9.147222222222222,False,False,False
724,"['Trucks', 'All vehicles', 'Trucks', 'Tractors']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Tractors,2.888888888888889,,9.147222222222222,9.147222222222222,False,False,True
725,"['Trucks', 'All vehicles', 'Trucks', 'Zeppelins']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Zeppelins,1.6,,9.147222222222222,9.147222222222222,False,False,False
726,"['Trucks', 'Buses', 'Trucks', 'Shovels', 'Buses']",Nonmonotonicity (Specific),Mixed,Vehicles,['Trucks'],Buses,"['Trucks', 'Shovels']",Buses,0.8,,,,False,False,False
727,"['Trucks', 'Cars', 'Rockets', 'Cars']",Similarity,Specific,Vehicles,['Trucks'],Cars,['Rockets'],Cars,1.2,,10.84027777777778,5.727777777777778,False,False,False
728,"['Trucks', 'Helicopters', 'All vehicles', 'Trucks', 'Helicopters', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Helicopters']",All vehicles,"['Trucks', 'Helicopters']",All things,0.1111111111111111,,,,False,False,True
729,"['Trucks', 'Hovercraft', 'Hovercraft', 'Trucks']",Asymmetry,Specific,Vehicles,['Trucks'],Hovercraft,['Hovercraft'],Trucks,1.8888888888888888,,8.006944444444445,6.973611111111111,False,False,True
730,"['Trucks', 'Rockets', 'All vehicles', 'Trucks', 'Caravans', 'All vehicles']",Diversity (General),General,Vehicles,"['Trucks', 'Rockets']",All vehicles,"['Trucks', 'Caravans']",All vehicles,3.7777777777777777,,10.183333333333334,9.744444444444444,False,False,False
731,"['Trucks', 'Rockets', 'All vehicles', 'Trucks', 'Tractors', 'All vehicles']",Diversity (General),General,Vehicles,"['Trucks', 'Rockets']",All vehicles,"['Trucks', 'Tractors']",All vehicles,3.7777777777777777,,10.183333333333334,9.558333333333332,False,False,False
732,"['Trucks', 'Skateboards', 'All vehicles', 'Trucks', 'Caravans', 'All vehicles']",Diversity (General),General,Vehicles,"['Trucks', 'Skateboards']",All vehicles,"['Trucks', 'Caravans']",All vehicles,3.1,,10.169444444444444,9.744444444444444,False,False,False
733,"['Trucks', 'Skateboards', 'All vehicles', 'Trucks', 'Skateboards', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Skateboards']",All vehicles,"['Trucks', 'Skateboards']",All things,0.8888888888888888,,,,False,False,True
734,"['Trucks', 'Skateboards', 'All vehicles', 'Trucks', 'Tractors', 'All vehicles']",Diversity (General),General,Vehicles,"['Trucks', 'Skateboards']",All vehicles,"['Trucks', 'Tractors']",All vehicles,3.555555555555556,,10.169444444444444,9.558333333333332,False,False,False
735,"['Trucks', 'Skateboards', 'Skateboards', 'Trucks']",Asymmetry,Specific,Vehicles,['Trucks'],Skateboards,['Skateboards'],Trucks,2.5,,7.040277777777778,5.644444444444444,False,False,False
736,"['Trucks', 'Submarines', 'Submarines', 'Trucks']",Asymmetry,Specific,Vehicles,['Trucks'],Submarines,['Submarines'],Trucks,2.625,,7.940277777777778,6.7333333333333325,False,False,True
737,"['Trucks', 'Taxis', 'All vehicles', 'Trucks', 'Taxis', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Taxis']",All vehicles,"['Trucks', 'Taxis']",All things,0.4,,,,False,False,False
738,"['Trucks', 'Taxis', 'Rockets', 'Taxis']",Similarity,Specific,Vehicles,['Trucks'],Taxis,['Rockets'],Taxis,0.8,,9.34027777777778,5.661111111111111,False,False,True
739,"['Trucks', 'Taxis', 'Submarines', 'Taxis']",Similarity,Specific,Vehicles,['Trucks'],Taxis,['Submarines'],Taxis,1.0,,9.34027777777778,5.833333333333332,False,False,False
740,"['Trucks', 'Tractors', 'Tractors', 'Trucks']",Asymmetry,Specific,Vehicles,['Trucks'],Tractors,['Tractors'],Trucks,2.2222222222222223,,10.240277777777775,9.56388888888889,False,False,True
741,"['Trucks', 'Zeppelins', 'Submarines', 'All vehicles', 'Trucks', 'Zeppelins', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Trucks', 'Zeppelins', 'Submarines']",All vehicles,"['Trucks', 'Zeppelins']",All vehicles,1.0,,11.233333333333334,10.452777777777778,False,False,False
742,"['Turkeys', 'Blackbirds', 'All birds', 'Turkeys', 'Blackbirds', 'All animals']",Specificity,General,Birds,"['Turkeys', 'Blackbirds']",All birds,"['Turkeys', 'Blackbirds']",All animals,0.5,,,,False,False,False
743,"['Turkeys', 'Ducks', 'Turkeys', 'Ladybugs', 'Ducks']",Nonmonotonicity (Specific),Mixed,Birds,['Turkeys'],Ducks,"['Turkeys', 'Ladybugs']",Ducks,1.5555555555555556,,,,False,False,False
744,"['Turkeys', 'Parrots', 'Roosters', 'Eagles', 'Turkeys', 'Parrots', 'Eagles']",Monotonicity (Specific),Specific,Birds,"['Turkeys', 'Parrots', 'Roosters']",Eagles,"['Turkeys', 'Parrots']",Eagles,1.2222222222222223,,9.821078431372548,9.638480392156865,False,False,True
745,"['Turkeys', 'Penguins', 'All birds', 'Turkeys', 'Chickens', 'All birds']",Diversity (General),General,Birds,"['Turkeys', 'Penguins']",All birds,"['Turkeys', 'Chickens']",All birds,1.3333333333333333,,9.620098039215684,10.370098039215684,False,False,True
746,"['Turkeys', 'Penguins', 'Blackbirds', 'Turkeys', 'Ostriches', 'Blackbirds']",Diversity (Specific),Specific,Birds,"['Turkeys', 'Penguins']",Blackbirds,"['Turkeys', 'Ostriches']",Blackbirds,2.888888888888889,,8.486519607843137,8.855392156862745,False,False,True
747,"['Turkeys', 'Penguins', 'Ducks', 'Turkeys', 'Ostriches', 'Ducks']",Diversity (Specific),Specific,Birds,"['Turkeys', 'Penguins']",Ducks,"['Turkeys', 'Ostriches']",Ducks,2.875,,11.368872549019606,11.737745098039216,False,False,False
748,"['Turkeys', 'Penguins', 'Seagulls', 'Turkeys', 'Ostriches', 'Seagulls']",Diversity (Specific),Specific,Birds,"['Turkeys', 'Penguins']",Seagulls,"['Turkeys', 'Ostriches']",Seagulls,3.0,,8.692401960784313,9.061274509803924,False,False,True
749,"['Turkeys', 'Penguins', 'Storks', 'Turkeys', 'Chickens', 'Storks']",Diversity (Specific),Specific,Birds,"['Turkeys', 'Penguins']",Storks,"['Turkeys', 'Chickens']",Storks,2.888888888888889,,9.104166666666666,9.479166666666666,False,False,True
750,"['Turkeys', 'Penguins', 'Storks', 'Turkeys', 'Roosters', 'Storks']",Diversity (Specific),Specific,Birds,"['Turkeys', 'Penguins']",Storks,"['Turkeys', 'Roosters']",Storks,3.4,,9.104166666666666,9.444852941176473,False,False,False
751,"['Turkeys', 'Vultures', 'All birds', 'Turkeys', 'Vultures', 'Dragonflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Turkeys', 'Vultures']",All birds,"['Turkeys', 'Vultures', 'Dragonflies']",All birds,0.625,,,,False,False,True
752,"['Turkeys', 'Vultures', 'Turkeys', 'Worms', 'Vultures']",Nonmonotonicity (Specific),Mixed,Birds,['Turkeys'],Vultures,"['Turkeys', 'Worms']",Vultures,1.2,,,,False,False,False
753,"['Vans', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Rockets'],All vehicles,1.1,,8.930555555555555,6.322222222222223,False,False,False
754,"['Vans', 'All vehicles', 'Skateboards', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Skateboards'],All vehicles,0.7777777777777778,,8.930555555555555,6.355555555555555,False,False,True
755,"['Vans', 'All vehicles', 'Sleds', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Sleds'],All vehicles,1.4444444444444444,,8.930555555555555,6.900000000000001,False,False,True
756,"['Vans', 'All vehicles', 'Submarines', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Submarines'],All vehicles,2.2,,8.930555555555555,6.733333333333332,False,False,False
757,"['Vans', 'All vehicles', 'Vans', 'Rockets']",Inclusion Fallacy,General,Vehicles,['Vans'],All vehicles,['Vans'],Rockets,2.0,,8.930555555555555,8.930555555555555,False,False,False
758,"['Vans', 'All vehicles', 'Zeppelins', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Zeppelins'],All vehicles,1.25,,8.930555555555555,7.05,False,False,False
759,"['Vans', 'Cars', 'Rockets', 'Cars']",Similarity,Specific,Vehicles,['Vans'],Cars,['Rockets'],Cars,0.3333333333333333,,11.49861111111111,5.727777777777778,False,False,False
760,"['Vans', 'Hovercraft', 'All vehicles', 'Vans', 'Trucks', 'All vehicles']",Diversity (General),General,Vehicles,"['Vans', 'Hovercraft']",All vehicles,"['Vans', 'Trucks']",All vehicles,3.0,,10.486111111111112,9.555555555555555,False,False,True
761,"['Vans', 'Jeeps', 'Skateboards', 'All vehicles', 'Vans', 'Jeeps', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Vans', 'Jeeps', 'Skateboards']",All vehicles,"['Vans', 'Jeeps']",All vehicles,2.4444444444444446,,10.66388888888889,9.725,False,False,False
762,"['Vans', 'Rockets', 'All vehicles', 'Vans', 'Carts', 'All vehicles']",Diversity (General),General,Vehicles,"['Vans', 'Rockets']",All vehicles,"['Vans', 'Carts']",All vehicles,3.111111111111111,,10.166666666666666,10.111111111111112,False,False,True
763,"['Vans', 'Submarines', 'Submarines', 'Vans']",Asymmetry,Specific,Vehicles,['Vans'],Submarines,['Submarines'],Vans,1.8888888888888888,,7.231944444444444,6.133333333333333,False,False,False
764,"['Vans', 'Zeppelins', 'All vehicles', 'Vans', 'Zeppelins', 'All things']",Specificity,General,Vehicles,"['Vans', 'Zeppelins']",All vehicles,"['Vans', 'Zeppelins']",All things,0.7777777777777778,,,,False,False,True
765,"['Vultures', 'Chickens', 'Falcons', 'Vultures', 'Ostriches', 'Falcons']",Diversity (Specific),Specific,Birds,"['Vultures', 'Chickens']",Falcons,"['Vultures', 'Ostriches']",Falcons,1.7777777777777777,,12.395833333333334,11.636029411764708,False,False,False
766,"['Vultures', 'Chickens', 'Seagulls', 'Vultures', 'Ostriches', 'Seagulls']",Diversity (Specific),Specific,Birds,"['Vultures', 'Chickens']",Seagulls,"['Vultures', 'Ostriches']",Seagulls,2.333333333333333,,9.954656862745098,9.194852941176473,False,False,True
767,"['Vultures', 'Ducks', 'All birds', 'Vultures', 'Ostriches', 'All birds']",Diversity (General),General,Birds,"['Vultures', 'Ducks']",All birds,"['Vultures', 'Ostriches']",All birds,2.6,,11.07107843137255,9.977941176470589,False,False,False
768,"['Vultures', 'Ducks', 'Swallows', 'Vultures', 'Ostriches', 'Swallows']",Diversity (Specific),Specific,Birds,"['Vultures', 'Ducks']",Swallows,"['Vultures', 'Ostriches']",Swallows,1.7,,10.123774509803924,9.577205882352942,False,False,False
769,"['Vultures', 'Eagles', 'All birds', 'Vultures', 'Eagles', 'Centipedes', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Vultures', 'Eagles']",All birds,"['Vultures', 'Eagles', 'Centipedes']",All birds,0.6,,,,False,False,True
770,"['Vultures', 'Eagles', 'Chickens', 'Eagles']",Similarity,Specific,Birds,['Vultures'],Eagles,['Chickens'],Eagles,1.0,,12.012254901960784,7.9375,False,False,True
771,"['Vultures', 'Falcons', 'Penguins', 'All birds', 'Vultures', 'Falcons', 'All birds']",Monotonicity (General),General,Birds,"['Vultures', 'Falcons', 'Penguins']",All birds,"['Vultures', 'Falcons']",All birds,1.4444444444444444,,10.242647058823527,10.15686274509804,False,False,False
772,"['Vultures', 'Falcons', 'Penguins', 'Falcons']",Similarity,Specific,Birds,['Vultures'],Falcons,['Penguins'],Falcons,0.7,,11.247549019607844,5.919117647058823,False,False,False
773,"['Vultures', 'Falcons', 'Swans', 'Falcons']",Similarity,Specific,Birds,['Vultures'],Falcons,['Swans'],Falcons,1.3333333333333333,,11.247549019607844,7.985294117647059,False,False,True
774,"['Vultures', 'Owls', 'Ostriches', 'Magpies', 'Vultures', 'Owls', 'Magpies']",Monotonicity (Specific),Specific,Birds,"['Vultures', 'Owls', 'Ostriches']",Magpies,"['Vultures', 'Owls']",Magpies,1.1111111111111112,,9.819852941176473,9.495098039215687,False,False,True
775,"['Vultures', 'Owls', 'Vultures', 'Moths', 'Owls']",Nonmonotonicity (Specific),Mixed,Birds,['Vultures'],Owls,"['Vultures', 'Moths']",Owls,1.7777777777777777,,,,False,False,False
776,"['Vultures', 'Penguins', 'Blackbirds', 'Vultures', 'Ostriches', 'Blackbirds']",Diversity (Specific),Specific,Birds,"['Vultures', 'Penguins']",Blackbirds,"['Vultures', 'Ostriches']",Blackbirds,2.7,,8.279411764705882,8.577205882352942,False,False,False
777,"['Vultures', 'Robins', 'All birds', 'Vultures', 'Robins', 'All animals']",Specificity,General,Birds,"['Vultures', 'Robins']",All birds,"['Vultures', 'Robins']",All animals,1.0,,,,False,False,False
778,"['Vultures', 'Robins', 'Swans', 'All birds', 'Vultures', 'Robins', 'All birds']",Monotonicity (General),General,Birds,"['Vultures', 'Robins', 'Swans']",All birds,"['Vultures', 'Robins']",All birds,0.5555555555555556,,12.365196078431373,11.080882352941176,False,False,False
779,"['Vultures', 'Storks', 'Vultures', 'Flees', 'Storks']",Nonmonotonicity (Specific),Mixed,Birds,['Vultures'],Storks,"['Vultures', 'Flees']",Storks,1.5,,,,False,False,True
780,"['Zebras', 'Beavers', 'All mammals', 'Zebras', 'Beavers', 'All animals']",Specificity,General,Mammals,"['Zebras', 'Beavers']",All mammals,"['Zebras', 'Beavers']",All animals,1.5555555555555556,,,,False,False,False
781,"['Zebras', 'Cows', 'Mice', 'Cows']",Similarity,Specific,Mammals,['Zebras'],Cows,['Mice'],Cows,0.875,,9.859649122807015,6.25,False,False,True
782,"['Zebras', 'Deer', 'Hedgehogs', 'Deer']",Similarity,Specific,Mammals,['Zebras'],Deer,['Hedgehogs'],Deer,1.6,,9.62280701754386,6.663377192982456,False,False,False
783,"['Zebras', 'Llamas', 'Hedgehogs', 'Elephants', 'Zebras', 'Llamas', 'Elephants']",Monotonicity (Specific),Specific,Mammals,"['Zebras', 'Llamas', 'Hedgehogs']",Elephants,"['Zebras', 'Llamas']",Elephants,2.2,,10.0625,9.461622807017545,False,False,True
784,"['Zebras', 'Mice', 'All mammals', 'Zebras', 'Llamas', 'All mammals']",Diversity (General),General,Mammals,"['Zebras', 'Mice']",All mammals,"['Zebras', 'Llamas']",All mammals,2.333333333333333,,10.554824561403509,10.028508771929824,False,False,False
785,"['Zebras', 'Mice', 'All mammals', 'Zebras', 'Rhinos', 'All mammals']",Diversity (General),General,Mammals,"['Zebras', 'Mice']",All mammals,"['Zebras', 'Rhinos']",All mammals,2.888888888888889,,10.554824561403509,9.835526315789474,False,False,False
786,"['Zeppelins', 'Airplanes', 'Sleds', 'Boats', 'Zeppelins', 'Airplanes', 'Boats']",Monotonicity (Specific),Specific,Vehicles,"['Zeppelins', 'Airplanes', 'Sleds']",Boats,"['Zeppelins', 'Airplanes']",Boats,1.75,,8.658333333333333,7.893055555555556,False,False,False
787,"['Zeppelins', 'Bicycles', 'Zeppelins', 'Wheelbarrows', 'Bicycles']",Nonmonotonicity (Specific),Mixed,Vehicles,['Zeppelins'],Bicycles,"['Zeppelins', 'Wheelbarrows']",Bicycles,3.5,,,,False,False,True
788,"['Zeppelins', 'Buses', 'All vehicles', 'Zeppelins', 'Buses', 'All things']",Specificity,General,Vehicles,"['Zeppelins', 'Buses']",All vehicles,"['Zeppelins', 'Buses']",All things,1.1,,,,False,False,True
789,"['Zeppelins', 'Cars', 'Sleds', 'Submarines', 'Zeppelins', 'Cars', 'Submarines']",Monotonicity (Specific),Specific,Vehicles,"['Zeppelins', 'Cars', 'Sleds']",Submarines,"['Zeppelins', 'Cars']",Submarines,2.5,,10.205555555555556,9.793055555555556,False,False,True
790,"['Zeppelins', 'Helicopters', 'All vehicles', 'Zeppelins', 'Helicopters', 'Tong', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Zeppelins', 'Helicopters']",All vehicles,"['Zeppelins', 'Helicopters', 'Tong']",All vehicles,1.6666666666666667,,,,False,False,False
791,"['Zeppelins', 'Motorbikes', 'All vehicles', 'Zeppelins', 'Motorbikes', 'Spanners', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Zeppelins', 'Motorbikes']",All vehicles,"['Zeppelins', 'Motorbikes', 'Spanners']",All vehicles,2.6666666666666665,,,,False,False,True
792,"['Zeppelins', 'Submarines', 'All vehicles', 'Zeppelins', 'Submarines', 'All things']",Specificity,General,Vehicles,"['Zeppelins', 'Submarines']",All vehicles,"['Zeppelins', 'Submarines']",All things,1.1111111111111112,,,,False,False,True
793,"['Zeppelins', 'Tractors', 'All vehicles', 'Zeppelins', 'Tractors', 'Levels', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Zeppelins', 'Tractors']",All vehicles,"['Zeppelins', 'Tractors', 'Levels']",All vehicles,1.4444444444444444,,,,False,False,False
794,"['Zeppelins', 'Trains', 'Sleds', 'All vehicles', 'Zeppelins', 'Trains', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Zeppelins', 'Trains', 'Sleds']",All vehicles,"['Zeppelins', 'Trains']",All vehicles,1.7,,10.752777777777778,9.602777777777778,False,False,True
795,"['Zeppelins', 'Trains', 'Zeppelins', 'Wheelbarrows', 'Trains']",Nonmonotonicity (Specific),Mixed,Vehicles,['Zeppelins'],Trains,"['Zeppelins', 'Wheelbarrows']",Trains,2.0,,,,False,False,True
